quote_id,quote_type,baseline_prediction,EXP019_prediction,gold,recovered,regressed
DaisyMiller_357,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_358,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_359,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_36,Explicit,Randolph,Randolph,Randolph,0,0
DaisyMiller_360,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_361,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_362,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_363,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_364,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_365,Anaphoric,Daisy Miller,Winterbourne,Mrs. Walker,0,0
DaisyMiller_366,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_367,Implicit,Daisy Miller,Mrs. Walker,Mrs. Walker,1,0
DaisyMiller_368,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_369,Explicit,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_37,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_370,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_371,Implicit,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_372,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_373,Anaphoric,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_374,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_375,Explicit,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_376,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_377,Explicit,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_378,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_379,Anaphoric,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_38,Anaphoric,Randolph,Randolph,Randolph,0,0
DaisyMiller_380,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_381,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_382,Implicit,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_383,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_384,Implicit,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_385,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_386,Anaphoric,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_387,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_388,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_389,Anaphoric,Mr. Giovanelli,Mr. Giovanelli,Winterbourne,0,0
DaisyMiller_39,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_390,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_391,Anaphoric,Daisy Miller,Daisy Miller,Mrs. Walker,0,0
DaisyMiller_392,Anaphoric,Daisy Miller,Daisy Miller,Winterbourne,0,0
DaisyMiller_393,Anaphoric,Daisy Miller,Daisy Miller,Mrs. Walker,0,0
DaisyMiller_394,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_395,Explicit,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_396,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_397,Implicit,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_398,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_399,Implicit,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_4,Implicit,Randolph,Randolph,Randolph,0,0
DaisyMiller_40,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_400,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_401,Implicit,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_402,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_403,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_404,Explicit,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_405,Implicit,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_406,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_407,Implicit,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_408,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_409,Implicit,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_41,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_410,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_411,Implicit,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_412,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_413,Explicit,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_414,Explicit,Mrs. Walker,Mrs. Walker,Mrs. Miller,0,0
DaisyMiller_415,Explicit,Winterbourne,Winterbourne,Mrs. Walker,0,0
DaisyMiller_416,Explicit,Mrs. Miller,Mrs. Miller,Mrs. Miller,0,0
DaisyMiller_417,Explicit,Mrs. Miller,Mrs. Miller,Mrs. Miller,0,0
DaisyMiller_418,Explicit,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_419,Anaphoric,Mrs. Miller,Mrs. Miller,Mrs. Miller,0,0
DaisyMiller_42,Anaphoric,Daisy Miller,Daisy Miller,Randolph,0,0
DaisyMiller_420,Explicit,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_421,Explicit,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_422,Implicit,Mrs. Miller,Mrs. Walker,Daisy Miller,0,0
DaisyMiller_423,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_424,Explicit,Mrs. Walker,Mrs. Walker,Mrs. Walker,0,0
DaisyMiller_425,Anaphoric,Mrs. Walker,Mrs. Walker,Daisy Miller,0,0
DaisyMiller_426,Explicit,Mrs. Walker,Mrs. Walker,Winterbourne,0,0
DaisyMiller_427,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_428,Implicit,Mrs. Walker,Mrs. Walker,Winterbourne,0,0
DaisyMiller_429,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_43,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_430,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_431,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_432,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_433,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_434,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_435,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_436,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_437,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_438,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_439,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_44,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_440,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_441,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_442,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_443,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_444,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_445,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_446,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_447,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_448,Anaphoric,Winterbourne,Winterbourne,Mr. Giovanelli,0,0
DaisyMiller_449,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_45,Anaphoric,Daisy Miller,Daisy Miller,Randolph,0,0
DaisyMiller_450,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_451,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_452,Anaphoric,Mrs. Miller,Mrs. Miller,Mrs. Miller,0,0
DaisyMiller_453,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_454,Anaphoric,Mrs. Miller,Mrs. Miller,Mrs. Walker,0,0
DaisyMiller_455,Anaphoric,Daisy Miller,Mrs. Miller,Mrs. Costello,0,0
DaisyMiller_456,Anaphoric,Mrs. Miller,Winterbourne,Winterbourne,1,0
DaisyMiller_457,Implicit,Daisy Miller,Mrs. Miller,Mrs. Costello,0,0
DaisyMiller_458,Anaphoric,Mrs. Miller,Winterbourne,Winterbourne,1,0
DaisyMiller_459,Implicit,Daisy Miller,Mrs. Miller,Mrs. Costello,0,0
DaisyMiller_46,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_460,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_461,Explicit,Mrs. Costello,Mrs. Miller,Mrs. Costello,0,1
DaisyMiller_462,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_463,Implicit,Mrs. Costello,Mrs. Miller,Mrs. Costello,0,1
DaisyMiller_464,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_465,Implicit,Mrs. Costello,Mrs. Miller,Mrs. Costello,0,1
DaisyMiller_466,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_467,Explicit,Mrs. Costello,Mrs. Miller,Mrs. Costello,0,1
DaisyMiller_468,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_469,Implicit,Mrs. Costello,Mrs. Costello,Mrs. Costello,0,0
DaisyMiller_47,Anaphoric,Randolph,Daisy Miller,Randolph,0,1
DaisyMiller_470,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_471,Explicit,Mrs. Costello,Mrs. Costello,Mrs. Costello,0,0
DaisyMiller_472,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_473,Explicit,Mrs. Costello,Mrs. Costello,Mrs. Costello,0,0
DaisyMiller_474,Explicit,Mrs. Costello,Mrs. Costello,Winterbourne's Friend,0,0
DaisyMiller_475,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_476,Implicit,Mrs. Costello,Mrs. Costello,Winterbourne's Friend,0,0
DaisyMiller_477,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_478,Explicit,Mrs. Costello,Mrs. Costello,Mrs. Miller,0,0
DaisyMiller_479,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_48,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_480,Explicit,Mrs. Costello,Mrs. Costello,Mrs. Miller,0,0
DaisyMiller_481,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_482,Anaphoric,Mrs. Costello,Mrs. Costello,Mrs. Miller,0,0
DaisyMiller_483,Explicit,Mrs. Costello,Mrs. Costello,Daisy Miller,0,0
DaisyMiller_484,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_485,Implicit,Mrs. Costello,Mrs. Costello,Daisy Miller,0,0
DaisyMiller_486,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_487,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_488,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_489,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_49,Anaphoric,Randolph,Daisy Miller,Randolph,0,1
DaisyMiller_490,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_491,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_492,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_493,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_494,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_495,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_496,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_497,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_498,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_499,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_5,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_50,Explicit,Randolph,Randolph,Randolph,0,0
DaisyMiller_500,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_501,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_502,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_503,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_504,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_505,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_506,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_507,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_508,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_509,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_51,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_510,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_511,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_512,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_513,Implicit,Winterbourne,Winterbourne,Daisy Miller,0,0
DaisyMiller_514,Explicit,Daisy Miller,Daisy Miller,Mr. Giovanelli,0,0
DaisyMiller_515,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_516,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_517,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_518,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_519,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_52,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_520,Anaphoric,Mr. Giovanelli,Mr. Giovanelli,Mr. Giovanelli,0,0
DaisyMiller_521,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_522,Implicit,Mr. Giovanelli,Mr. Giovanelli,Mr. Giovanelli,0,0
DaisyMiller_523,Anaphoric,Winterbourne,Winterbourne,Daisy Miller,0,0
DaisyMiller_524,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_525,Explicit,Mr. Giovanelli,Mr. Giovanelli,Mr. Giovanelli,0,0
DaisyMiller_526,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_527,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_528,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_529,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_53,Implicit,Randolph,Randolph,Winterbourne,0,0
DaisyMiller_530,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_531,Anaphoric,Mr. Giovanelli,Mr. Giovanelli,Mr. Giovanelli,0,0
DaisyMiller_532,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_533,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_534,Explicit,Winterbourne,Daisy Miller,Randolph,0,0
DaisyMiller_535,Anaphoric,Mr. Giovanelli,Mrs. Miller,Mrs. Miller,1,0
DaisyMiller_536,Anaphoric,Mr. Giovanelli,Mrs. Miller,Mr. Giovanelli,0,1
DaisyMiller_537,Anaphoric,Mr. Giovanelli,Mrs. Miller,Mr. Giovanelli,0,1
DaisyMiller_538,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_539,Implicit,Mr. Giovanelli,Mrs. Miller,Mr. Giovanelli,0,1
DaisyMiller_54,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_540,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_541,Anaphoric,Mr. Giovanelli,Mrs. Miller,Mr. Giovanelli,0,1
DaisyMiller_542,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_543,Implicit,Mr. Giovanelli,Mrs. Miller,Mr. Giovanelli,0,1
DaisyMiller_544,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_545,Implicit,Mr. Giovanelli,Mrs. Miller,Mr. Giovanelli,0,1
DaisyMiller_546,Explicit,Mr. Giovanelli,Mrs. Miller,Mrs. Costello,0,0
DaisyMiller_547,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_548,Explicit,Mr. Giovanelli,Mrs. Miller,Mrs. Costello,0,0
DaisyMiller_549,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_55,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_56,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_57,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_58,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_59,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_6,Anaphoric,Randolph,Randolph,Randolph,0,0
DaisyMiller_60,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_61,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_62,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_63,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_64,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_65,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_66,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_67,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_68,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_69,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_7,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_70,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_71,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_72,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_73,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_74,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_75,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_76,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_77,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_78,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_79,Implicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_8,Anaphoric,Randolph,Randolph,Randolph,0,0
DaisyMiller_80,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_81,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_82,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_83,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_84,Implicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_85,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_86,Implicit,Eugenio,Eugenio,Daisy Miller,0,0
DaisyMiller_87,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_88,Implicit,Daisy Miller,Daisy Miller,Eugenio,0,0
DaisyMiller_89,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_9,Explicit,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_90,Anaphoric,Eugenio,Eugenio,Eugenio,0,0
DaisyMiller_91,Anaphoric,Eugenio,Eugenio,Eugenio,0,0
DaisyMiller_92,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_93,Anaphoric,Eugenio,Eugenio,Winterbourne,0,0
DaisyMiller_94,Anaphoric,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_95,Anaphoric,Winterbourne,Winterbourne,Winterbourne,0,0
DaisyMiller_96,Explicit,Daisy Miller,Daisy Miller,Daisy Miller,0,0
DaisyMiller_97,Explicit,Eugenio,Eugenio,Mrs. Costello,0,0
DaisyMiller_98,Anaphoric,Winterbourne,Eugenio,Winterbourne,0,1
DaisyMiller_99,Explicit,Eugenio,Eugenio,Mrs. Costello,0,0
PrideAndPrejudice_0,Anaphoric,Mr. Bennet,Mr. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_1,Anaphoric,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_10,Anaphoric,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_100,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1000,Implicit,Elizabeth,Elizabeth,Lydia,0,0
PrideAndPrejudice_1001,Explicit,Elizabeth,Mrs. Bennet,Jane,0,0
PrideAndPrejudice_1002,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1003,Explicit,Lydia,Lydia,Lydia,0,0
PrideAndPrejudice_1004,Anaphoric,Lydia,Lydia,Elizabeth,0,0
PrideAndPrejudice_1005,Anaphoric,Lydia,Lydia,George Wickham,0,0
PrideAndPrejudice_1006,Anaphoric,Lydia,Lydia,Elizabeth,0,0
PrideAndPrejudice_1007,Implicit,Lydia,Lydia,George Wickham,0,0
PrideAndPrejudice_1008,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1009,Implicit,Lydia,Lydia,George Wickham,0,0
PrideAndPrejudice_101,Anaphoric,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1010,Implicit,Lydia,Lydia,George Wickham,0,0
PrideAndPrejudice_1011,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1012,Implicit,Lydia,Lydia,George Wickham,0,0
PrideAndPrejudice_1013,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1014,Anaphoric,Lydia,Lydia,George Wickham,0,0
PrideAndPrejudice_1015,Anaphoric,Lydia,Lydia,George Wickham,0,0
PrideAndPrejudice_1016,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1017,Implicit,Lydia,Lydia,George Wickham,0,0
PrideAndPrejudice_1018,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1019,Implicit,George Wickham,George Wickham,George Wickham,0,0
PrideAndPrejudice_102,Implicit,A Young Lucas,A Young Lucas,Charlotte Lucas,0,0
PrideAndPrejudice_1020,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1021,Implicit,George Wickham,George Wickham,George Wickham,0,0
PrideAndPrejudice_1022,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1023,Implicit,George Wickham,George Wickham,George Wickham,0,0
PrideAndPrejudice_1024,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1025,Implicit,George Wickham,George Wickham,George Wickham,0,0
PrideAndPrejudice_1026,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1027,Implicit,George Wickham,George Wickham,George Wickham,0,0
PrideAndPrejudice_1028,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1029,Implicit,George Wickham,George Wickham,George Wickham,0,0
PrideAndPrejudice_103,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1030,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1031,Implicit,George Wickham,George Wickham,George Wickham,0,0
PrideAndPrejudice_1032,Anaphoric,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1033,Anaphoric,Elizabeth,Mrs. Bennet,Mrs. Bennet,1,0
PrideAndPrejudice_1034,Implicit,George Wickham,Elizabeth,Lydia,0,0
PrideAndPrejudice_1035,Implicit,Elizabeth,Mrs. Bennet,Mrs. Bennet,1,0
PrideAndPrejudice_1036,Implicit,George Wickham,Elizabeth,Lydia,0,0
PrideAndPrejudice_1037,Explicit,George Wickham,George Wickham,Mr. Bennet,0,0
PrideAndPrejudice_1038,Anaphoric,George Wickham,George Wickham,Mrs. Bennet,0,0
PrideAndPrejudice_1039,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_104,Anaphoric,A Young Lucas,A Young Lucas,Elizabeth,0,0
PrideAndPrejudice_1040,Implicit,George Wickham,George Wickham,Mrs. Bennet,0,0
PrideAndPrejudice_1041,Implicit,George Wickham,George Wickham,Mrs. Bennet,0,0
PrideAndPrejudice_1042,Implicit,George Wickham,George Wickham,Mrs. Bennet,0,0
PrideAndPrejudice_1043,Anaphoric,George Wickham,George Wickham,Mrs. Philips,0,0
PrideAndPrejudice_1044,Anaphoric,George Wickham,George Wickham,Jane,0,0
PrideAndPrejudice_1045,Anaphoric,George Wickham,George Wickham,Elizabeth,0,0
PrideAndPrejudice_1046,Explicit,George Wickham,George Wickham,Mrs. Bennet,0,0
PrideAndPrejudice_1047,Implicit,Elizabeth,Elizabeth,Mr. Bennet,0,0
PrideAndPrejudice_1048,Anaphoric,Elizabeth,Elizabeth,Mr. Bennet,0,0
PrideAndPrejudice_1049,Implicit,Elizabeth,Elizabeth,Mrs. Bennet,0,0
PrideAndPrejudice_105,Implicit,Elizabeth,Elizabeth,Mr. Darcy,0,0
